"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 00:00","2024","11","03","00:00","","-21.3","","-24.0","","79","","","","5","","7","","1.2","","99.79","","","","-27","","Ice Crystals,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 01:00","2024","11","03","01:00","","-20.1","","-22.6","","81","","","","12","","26","","1.0","","99.81","","","","-32","","Ice Crystals,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 02:00","2024","11","03","02:00","","-20.6","","-23.2","","80","","","","11","","17","","1.0","","99.80","","","","-30","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 03:00","2024","11","03","03:00","","-21.3","","-23.9","","80","","","","6","","9","","1.0","","99.80","","","","-28","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 04:00","2024","11","03","04:00","","-21.0","","-23.6","","80","","","","7","","7","","1.0","","99.79","","","","-27","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 05:00","2024","11","03","05:00","","-19.0","","-21.5","","81","","","","12","","18","","2.4","","99.77","","","","-29","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 06:00","2024","11","03","06:00","","-19.0","","-21.5","","81","","","","12","","21","","3.2","","99.74","","","","-29","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 07:00","2024","11","03","07:00","","-19.1","","-21.6","","81","","","","11","","25","","2.8","","99.74","","","","-30","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 08:00","2024","11","03","08:00","","-19.4","","-21.9","","81","","","","10","","23","","3.2","","99.74","","","","-30","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 09:00","2024","11","03","09:00","","-20.8","","-23.4","","80","","","","7","","9","","4.0","","99.74","","","","-28","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 10:00","2024","11","03","10:00","","-20.5","","-23.1","","80","","","","9","","15","","12.9","","99.71","","","","-30","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 11:00","2024","11","03","11:00","","-22.1","","-24.9","","79","","","","10","","27","","16.1","","99.72","","","","-35","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 12:00","2024","11","03","12:00","","-23.2","","-26.0","","79","","","","8","","7","","16.1","","99.76","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 13:00","2024","11","03","13:00","","-22.8","","-25.6","","79","","","","8","","5","","24.1","","99.76","","","","-27","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 14:00","2024","11","03","14:00","","-21.5","","-24.2","","79","","","","3","","9","","24.1","","99.75","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 15:00","2024","11","03","15:00","","-20.0","","-22.6","","80","","","","3","","17","","24.1","","99.75","","","","-30","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 16:00","2024","11","03","16:00","","-19.4","","-22.0","","81","","","","10","","14","","24.1","","99.75","","","","-28","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 17:00","2024","11","03","17:00","","-19.3","","-21.8","","81","","","","8","","4","","24.1","","99.75","","","","-23","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 18:00","2024","11","03","18:00","","-19.0","","-21.4","","81","","","","6","","5","","24.1","","99.72","","","","-23","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 19:00","2024","11","03","19:00","","-18.3","","-20.7","","82","","","","5","","4","","24.1","","99.69","","","","-22","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 20:00","2024","11","03","20:00","","-18.7","","-21.1","","82","","","","3","","6","","24.1","","99.65","","","","-24","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 21:00","2024","11","03","21:00","","-19.2","","-21.7","","81","","","","12","","14","","24.1","","99.60","","","","-28","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 22:00","2024","11","03","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-03 23:00","2024","11","03","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 00:00","2024","11","04","00:00","","-18.0","","-20.4","","82","","","","2","","16","","24.1","","99.48","","","","-27","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 01:00","2024","11","04","01:00","","-17.9","","-20.3","","82","","","","3","","11","","24.1","","99.43","","","","-25","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 02:00","2024","11","04","02:00","","-19.2","","-21.6","","81","","","","2","","16","","24.1","","99.41","","","","-28","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 03:00","2024","11","04","03:00","","-20.1","","-22.6","","81","","","","1","","13","","24.1","","99.37","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 04:00","2024","11","04","04:00","","-22.4","","-25.1","","79","","","","2","","18","","24.1","","99.32","","","","-33","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 05:00","2024","11","04","05:00","","-22.1","","-24.8","","79","","","","11","","16","","24.1","","99.28","","","","-32","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 06:00","2024","11","04","06:00","","-25.6","","-28.6","","77","","","","9","","18","","4.8","","99.20","","","","-37","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 07:00","2024","11","04","07:00","","-24.9","","-27.8","","77","","","","11","","17","","1.2","","99.15","","","","-36","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 08:00","2024","11","04","08:00","","-27.0","","-30.1","","76","","","","9","","16","","1.2","","99.08","","","","-38","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 09:00","2024","11","04","09:00","","-26.1","","-29.2","","76","","","","6","","4","","0.6","","99.06","","","","-30","","Freezing Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 10:00","2024","11","04","10:00","","-25.9","","-28.9","","76","","","","9","","8","","4.8","","99.00","","","","-33","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 11:00","2024","11","04","11:00","","-27.2","","-30.4","","75","","","","7","","8","","1.6","","98.99","","","","-35","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 12:00","2024","11","04","12:00","","-26.9","","-29.9","","76","","","","8","","5","","3.2","","99.03","","","","-32","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 13:00","2024","11","04","13:00","","-27.7","","-30.8","","75","","","","10","","20","","9.7","","99.05","","","","-40","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 14:00","2024","11","04","14:00","","-28.5","","-31.7","","74","","","","7","","5","","9.7","","99.10","","","","-34","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 15:00","2024","11","04","15:00","","-26.5","","-29.6","","76","","","","7","","7","","16.1","","99.14","","","","-33","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 16:00","2024","11","04","16:00","","-24.7","","-27.6","","77","","","","11","","15","","16.1","","99.19","","","","-35","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 17:00","2024","11","04","17:00","","-26.4","","-29.5","","76","","","","7","","4","","6.4","","99.24","","","","-31","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 18:00","2024","11","04","18:00","","-24.5","","-27.5","","77","","","","2","","14","","0.8","","99.28","","","","-34","","Freezing Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 19:00","2024","11","04","19:00","","-23.2","","-26.1","","78","","","","10","","19","","0.8","","99.36","","","","-34","","Freezing Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 20:00","2024","11","04","20:00","","-22.9","","-25.7","","78","","","","8","","5","","0.8","","99.42","","","","-28","","Freezing Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 21:00","2024","11","04","21:00","","-22.3","","-25.1","","79","","","","6","","7","","0.8","","99.48","","","","-28","","Freezing Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 22:00","2024","11","04","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-04 23:00","2024","11","04","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 00:00","2024","11","05","00:00","","-22.9","","-25.7","","78","","","","10","","16","","1.0","","99.65","","","","-33","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 01:00","2024","11","05","01:00","","-22.9","","-25.7","","78","","","","6","","6","","1.0","","99.73","","","","-28","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 02:00","2024","11","05","02:00","","-22.7","","-25.5","","78","","","","10","","9","","2.4","","99.79","","","","-30","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 03:00","2024","11","05","03:00","","-22.7","","-25.5","","78","","","","10","","21","","2.8","","99.86","","","","-34","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 04:00","2024","11","05","04:00","","-22.6","","-25.4","","78","","","","10","","19","","12.9","","99.87","","","","-33","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 05:00","2024","11","05","05:00","","-22.0","","-24.8","","79","","","","8","","7","","16.1","","99.91","","","","-28","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 06:00","2024","11","05","06:00","","-21.8","","-24.5","","79","","","","10","","18","","19.3","","99.97","","","","-32","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 07:00","2024","11","05","07:00","","-21.1","","-23.8","","79","","","","9","","14","","24.1","","100.00","","","","-30","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 08:00","2024","11","05","08:00","","-21.3","","-24.0","","79","","","","3","","11","","24.1","","100.02","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 09:00","2024","11","05","09:00","","-21.2","","-23.9","","79","","","","3","","12","","24.1","","100.05","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 10:00","2024","11","05","10:00","","-21.8","","-24.6","","79","","","","7","","6","","24.1","","100.06","","","","-27","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 11:00","2024","11","05","11:00","","-21.1","","-23.7","","79","","","","16","","4","","24.1","","100.05","","","","-25","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 12:00","2024","11","05","12:00","","-20.9","","-23.6","","79","","","","","","0","","16.1","","100.05","","","","","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 13:00","2024","11","05","13:00","","-21.5","","-24.2","","79","","","","3","","10","","24.1","","100.05","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 14:00","2024","11","05","14:00","","-22.9","","-25.6","","78","","","","2","","16","","24.1","","100.06","","","","-33","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 15:00","2024","11","05","15:00","","-25.0","","-28.1","","76","","","","1","","17","","24.1","","100.03","","","","-36","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 16:00","2024","11","05","16:00","","-25.6","","-28.6","","77","","","","3","","7","","24.1","","100.02","","","","-32","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 17:00","2024","11","05","17:00","","-23.7","","-26.6","","77","","","","3","","17","","24.1","","99.97","","","","-34","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 18:00","2024","11","05","18:00","","-24.8","","-27.7","","77","","","","5","","3","","9.7","","99.93","","","","-28","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 19:00","2024","11","05","19:00","","-26.3","","-29.3","","76","","","","3","","16","","24.1","","99.88","","","","-37","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 20:00","2024","11","05","20:00","","-24.8","","-27.7","","77","","","","2","","13","","9.7","","99.81","","","","-34","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 21:00","2024","11","05","21:00","","-24.2","","-27.1","","77","","","","9","","12","","4.8","","99.76","","","","-33","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 22:00","2024","11","05","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-05 23:00","2024","11","05","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 00:00","2024","11","06","00:00","","-24.1","","-27.0","","77","","","","5","","4","","24.1","","99.54","","","","-28","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 01:00","2024","11","06","01:00","","-24.3","","-27.3","","76","","","","12","","13","","24.1","","99.46","","","","-34","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 02:00","2024","11","06","02:00","","-24.1","","-27.0","","78","","","","4","","4","","24.1","","99.40","","","","-28","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 03:00","2024","11","06","03:00","","-23.3","","-26.1","","78","","","","10","","14","","24.1","","99.32","","","","-33","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 04:00","2024","11","06","04:00","","-23.0","","-25.8","","78","","","","7","","6","","24.1","","99.25","","","","-28","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 05:00","2024","11","06","05:00","","-22.5","","-25.3","","78","","","","11","","19","","19.3","","99.18","","","","-33","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 06:00","2024","11","06","06:00","","-21.5","","-24.3","","79","","","","10","","16","","6.4","","99.09","","","","-31","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 07:00","2024","11","06","07:00","","-21.6","","-24.3","","79","","","","8","","5","","6.4","","99.03","","","","-26","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 08:00","2024","11","06","08:00","","-21.6","","-24.3","","79","","","","9","","17","","8.1","","98.98","","","","-32","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 09:00","2024","11","06","09:00","","-22.4","","-25.2","","78","","","","9","","16","","8.1","","98.91","","","","-32","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 10:00","2024","11","06","10:00","","-21.3","","-24.1","","79","","","","8","","7","","4.8","","98.85","","","","-27","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 11:00","2024","11","06","11:00","","-21.2","","-23.9","","79","","","","6","","5","","6.4","","98.82","","","","-26","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 12:00","2024","11","06","12:00","","-21.5","","-24.2","","79","","","","7","","3","","6.4","","98.79","","","","-24","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 13:00","2024","11","06","13:00","","-21.4","","-24.1","","79","","","","12","","16","","11.3","","98.79","","","","-31","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 14:00","2024","11","06","14:00","","-23.7","","-26.6","","77","","","","9","","20","","16.1","","98.81","","","","-35","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 15:00","2024","11","06","15:00","","-22.1","","-24.9","","78","","","","10","","18","","24.1","","98.83","","","","-33","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 16:00","2024","11","06","16:00","","-22.7","","-25.5","","78","","","","10","","19","","24.1","","98.84","","","","-34","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 17:00","2024","11","06","17:00","","-21.9","","-24.7","","79","","","","12","","12","","24.1","","98.86","","","","-30","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 18:00","2024","11","06","18:00","","-22.6","","-25.4","","78","","","","11","","24","","8.1","","98.85","","","","-35","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 19:00","2024","11","06","19:00","","-21.8","","-24.5","","79","","","","10","","19","","9.7","","98.86","","","","-32","","Snow,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 20:00","2024","11","06","20:00","","-23.3","","-26.1","","78","","","","6","","4","","24.1","","98.88","","","","-27","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 21:00","2024","11","06","21:00","","-23.6","","-26.4","","78","","","","9","","14","","24.1","","98.86","","","","-33","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 22:00","2024","11","06","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-06 23:00","2024","11","06","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 00:00","2024","11","07","00:00","","-23.2","","-26.0","","78","","","","7","","7","","19.3","","98.88","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 01:00","2024","11","07","01:00","","-23.9","","-26.8","","78","","","","9","","16","","19.3","","98.90","","","","-34","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 02:00","2024","11","07","02:00","","-22.1","","-24.9","","79","","","","6","","6","","19.3","","98.92","","","","-27","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 03:00","2024","11","07","03:00","","-23.4","","-26.2","","78","","","","11","","22","","16.1","","98.93","","","","-35","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 04:00","2024","11","07","04:00","","-21.9","","-24.7","","79","","","","6","","4","","16.1","","98.93","","","","-26","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 05:00","2024","11","07","05:00","","-22.7","","-25.5","","78","","","","11","","20","","16.1","","98.91","","","","-34","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 06:00","2024","11","07","06:00","","-22.5","","-25.2","","78","","","","11","","21","","16.1","","98.91","","","","-34","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 07:00","2024","11","07","07:00","","-22.4","","-25.2","","78","","","","9","","15","","16.1","","98.92","","","","-32","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 08:00","2024","11","07","08:00","","-22.0","","-24.8","","79","","","","11","","18","","16.1","","98.92","","","","-32","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 09:00","2024","11","07","09:00","","-22.7","","-25.5","","78","","","","8","","7","","16.1","","98.91","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 10:00","2024","11","07","10:00","","-22.4","","-25.2","","79","","","","6","","5","","16.1","","98.91","","","","-27","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-11-07 11:00","2024","11","07","11:00","","-21.8","","-24.5","","79","","","","10","","14","","24.1","","98.90","","","","-31","","Snow"
