"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-85.81","79.99","EUREKA A","2401203","2024-08-01 19:00","2024","08","01","19:00","","11.5","","1.7","","51","","","","11","","26","","24.1","","100.05","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-01 20:00","2024","08","01","20:00","","10.9","","2.0","","54","","","","11","","29","","24.1","","100.05","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-01 21:00","2024","08","01","21:00","","11.2","","2.4","","54","","","","11","","23","","24.1","","100.04","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-01 22:00","2024","08","01","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-01 23:00","2024","08","01","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 00:00","2024","08","02","00:00","","9.0","","2.5","","64","","","","11","","24","","24.1","","99.99","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 01:00","2024","08","02","01:00","","9.5","","2.0","","59","","","","11","","17","","24.1","","99.96","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 02:00","2024","08","02","02:00","","7.7","","2.2","","68","","","","8","","11","","24.1","","99.93","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 03:00","2024","08","02","03:00","","9.8","","2.1","","59","","","","9","","10","","24.1","","99.91","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 04:00","2024","08","02","04:00","","9.4","","2.5","","62","","","","10","","14","","24.1","","99.89","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 05:00","2024","08","02","05:00","","10.2","","1.9","","56","","","","2","","13","","24.1","","99.88","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 06:00","2024","08","02","06:00","","10.3","","2.1","","57","","","","3","","8","","24.1","","99.86","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 07:00","2024","08","02","07:00","","9.9","","2.4","","59","","","","10","","13","","24.1","","99.83","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 08:00","2024","08","02","08:00","","10.3","","1.6","","55","","","","4","","7","","24.1","","99.78","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 09:00","2024","08","02","09:00","","10.2","","1.7","","55","","","","10","","10","","24.1","","99.75","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 10:00","2024","08","02","10:00","","9.9","","1.4","","55","","","","11","","17","","24.1","","99.73","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 11:00","2024","08","02","11:00","","8.9","","2.7","","65","","","","11","","21","","24.1","","99.72","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 12:00","2024","08","02","12:00","","8.1","","4.5","","78","","","","11","","26","","24.1","","99.73","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 13:00","2024","08","02","13:00","","8.0","","5.0","","82","","","","12","","20","","19.3","","99.74","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 14:00","2024","08","02","14:00","","8.1","","5.5","","83","","","","11","","22","","24.1","","99.73","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 15:00","2024","08","02","15:00","","8.3","","5.4","","82","","","","11","","18","","24.1","","99.72","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 16:00","2024","08","02","16:00","","8.4","","4.9","","79","","","","11","","17","","24.1","","99.71","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 17:00","2024","08","02","17:00","","8.5","","4.8","","77","","","","11","","18","","24.1","","99.70","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 18:00","2024","08","02","18:00","","8.4","","4.6","","77","","","","11","","14","","24.1","","99.69","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 19:00","2024","08","02","19:00","","8.5","","4.3","","75","","","","10","","9","","24.1","","99.69","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 20:00","2024","08","02","20:00","","8.6","","4.4","","75","","","","2","","18","","24.1","","99.68","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 21:00","2024","08","02","21:00","","8.7","","4.0","","72","","","","3","","17","","24.1","","99.67","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 22:00","2024","08","02","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-02 23:00","2024","08","02","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 00:00","2024","08","03","00:00","","8.1","","5.4","","83","","","","11","","23","","24.1","","99.69","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 01:00","2024","08","03","01:00","","7.6","","5.4","","86","","","","12","","22","","24.1","","99.73","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 02:00","2024","08","03","02:00","","7.0","","6.7","","98","","","","9","","25","","24.1","","99.75","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 03:00","2024","08","03","03:00","","7.0","","6.0","","93","","","","10","","18","","24.1","","99.77","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 04:00","2024","08","03","04:00","","7.0","","6.7","","98","","","","11","","23","","24.1","","99.80","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 05:00","2024","08","03","05:00","","7.4","","6.0","","91","","","","11","","21","","24.1","","99.82","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 06:00","2024","08","03","06:00","","7.5","","5.6","","88","","","","11","","22","","24.1","","99.85","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 07:00","2024","08","03","07:00","","7.3","","5.1","","86","","","","11","","21","","24.1","","99.87","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 08:00","2024","08","03","08:00","","7.7","","5.0","","83","","","","10","","23","","24.1","","99.86","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 09:00","2024","08","03","09:00","","7.5","","5.2","","85","","","","11","","22","","24.1","","99.85","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 10:00","2024","08","03","10:00","","7.6","","5.0","","84","","","","11","","23","","24.1","","99.87","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 11:00","2024","08","03","11:00","","7.5","","5.0","","84","","","","10","","27","","24.1","","99.87","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 12:00","2024","08","03","12:00","","7.3","","5.0","","85","","","","11","","27","","24.1","","99.90","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 13:00","2024","08","03","13:00","","7.1","","5.6","","90","","","","11","","22","","24.1","","99.93","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 14:00","2024","08","03","14:00","","6.9","","5.3","","90","","","","11","","18","","24.1","","99.96","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 15:00","2024","08","03","15:00","","6.7","","6.2","","96","","","","36","","3","","9.7","","100.00","","","","","","Rain,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 16:00","2024","08","03","16:00","","6.5","","6.4","","100","","","","11","","13","","6.4","","100.03","","","","","","Rain,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 17:00","2024","08","03","17:00","","5.7","","5.7","","100","","","","35","","7","","6.4","","100.06","","","","","","Rain,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 18:00","2024","08","03","18:00","","5.5","","5.5","","100","","","","33","","5","","6.4","","100.10","","","","","","Rain,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 19:00","2024","08","03","19:00","","3.4","","3.4","","100","","","","29","","10","","8.1","","100.13","","","","","","Rain,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 20:00","2024","08","03","20:00","","4.0","","4.0","","100","","","","28","","9","","12.9","","100.14","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 21:00","2024","08","03","21:00","","3.9","","3.9","","100","","","","34","","10","","6.4","","100.15","","","","","","Rain,Fog"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 22:00","2024","08","03","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-03 23:00","2024","08","03","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 00:00","2024","08","04","00:00","","4.0","","3.9","","99","","","","31","","7","","11.3","","100.22","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 01:00","2024","08","04","01:00","","3.3","","3.3","","100","","","","36","","5","","16.1","","100.26","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 02:00","2024","08","04","02:00","","3.7","","3.7","","100","","","","10","","22","","11.3","","100.30","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 03:00","2024","08","04","03:00","","3.9","","3.9","","100","","","","11","","24","","4.8","","100.37","","","","","","Fog"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 04:00","2024","08","04","04:00","","3.8","","3.8","","100","","","","12","","24","","11.3","","100.44","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 05:00","2024","08","04","05:00","","4.1","","4.1","","100","","","","11","","25","","24.1","","100.49","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 06:00","2024","08","04","06:00","","4.2","","4.2","","100","","","","11","","23","","24.1","","100.51","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 07:00","2024","08","04","07:00","","4.5","","4.1","","97","","","","11","","25","","24.1","","100.54","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 08:00","2024","08","04","08:00","","5.0","","4.2","","94","","","","12","","17","","24.1","","100.59","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 09:00","2024","08","04","09:00","","5.3","","4.3","","93","","","","11","","17","","24.1","","100.62","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 10:00","2024","08","04","10:00","","6.4","","4.3","","86","","","","11","","21","","24.1","","100.65","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 11:00","2024","08","04","11:00","","6.6","","4.2","","85","","","","13","","21","","22.5","","100.67","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 12:00","2024","08","04","12:00","","6.6","","4.2","","85","","","","13","","23","","24.1","","100.69","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 13:00","2024","08","04","13:00","","7.3","","4.1","","80","","","","14","","19","","24.1","","100.70","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 14:00","2024","08","04","14:00","","8.2","","4.1","","76","","","","13","","25","","24.1","","100.73","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 15:00","2024","08","04","15:00","","7.8","","3.9","","76","","","","13","","24","","24.1","","100.75","","","","","","Mainly Clear"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 16:00","2024","08","04","16:00","","7.3","","3.6","","77","","","","14","","21","","24.1","","100.78","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 17:00","2024","08","04","17:00","","6.0","","2.5","","78","","","","13","","21","","24.1","","100.79","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 18:00","2024","08","04","18:00","","6.0","","2.5","","78","","","","12","","28","","24.1","","100.80","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 19:00","2024","08","04","19:00","","5.9","","1.9","","75","","","","11","","27","","24.1","","100.82","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 20:00","2024","08","04","20:00","","5.8","","1.8","","76","","","","12","","25","","24.1","","100.81","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 21:00","2024","08","04","21:00","","5.0","","1.5","","78","","","","12","","27","","24.1","","100.80","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 22:00","2024","08","04","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-04 23:00","2024","08","04","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 00:00","2024","08","05","00:00","","3.8","","1.1","","83","","","","11","","25","","24.1","","100.79","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 01:00","2024","08","05","01:00","","3.5","","1.1","","84","","","","12","","28","","24.1","","100.79","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 02:00","2024","08","05","02:00","","3.1","","0.8","","85","","","","12","","33","","24.1","","100.79","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 03:00","2024","08","05","03:00","","3.0","","0.7","","85","","","","12","","32","","24.1","","100.77","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 04:00","2024","08","05","04:00","","3.0","","0.5","","83","","","","12","","23","","24.1","","100.78","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 05:00","2024","08","05","05:00","","3.0","","0.5","","83","","","","11","","23","","24.1","","100.76","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 06:00","2024","08","05","06:00","","3.2","","0.7","","84","","","","12","","23","","24.1","","100.71","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 07:00","2024","08","05","07:00","","3.2","","0.5","","82","","","","12","","28","","24.1","","100.68","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 08:00","2024","08","05","08:00","","3.7","","0.8","","81","","","","12","","26","","24.1","","100.64","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 09:00","2024","08","05","09:00","","3.8","","0.8","","80","","","","11","","30","","24.1","","100.59","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 10:00","2024","08","05","10:00","","3.7","","0.8","","81","","","","11","","24","","24.1","","100.55","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 11:00","2024","08","05","11:00","","4.4","","1.0","","78","","","","14","","22","","24.1","","100.51","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 12:00","2024","08","05","12:00","","5.0","","1.2","","76","","","","13","","25","","24.1","","100.49","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 13:00","2024","08","05","13:00","","5.5","","1.4","","75","","","","12","","23","","24.1","","100.45","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 14:00","2024","08","05","14:00","","6.0","","1.5","","72","","","","14","","23","","24.1","","100.43","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 15:00","2024","08","05","15:00","","6.1","","1.0","","70","","","","15","","18","","24.1","","100.39","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 16:00","2024","08","05","16:00","","5.2","","0.9","","73","","","","13","","18","","24.1","","100.39","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 17:00","2024","08","05","17:00","","5.7","","1.3","","73","","","","13","","26","","24.1","","100.36","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 18:00","2024","08","05","18:00","","5.4","","1.2","","75","","","","13","","22","","24.1","","100.34","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 19:00","2024","08","05","19:00","","4.5","","0.8","","77","","","","13","","18","","24.1","","100.32","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 20:00","2024","08","05","20:00","","4.8","","1.1","","77","","","","12","","23","","24.1","","100.29","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 21:00","2024","08","05","21:00","","4.2","","0.7","","78","","","","11","","20","","24.1","","100.31","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 22:00","2024","08","05","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-05 23:00","2024","08","05","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 00:00","2024","08","06","00:00","","4.1","","0.8","","79","","","","12","","21","","24.1","","100.29","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 01:00","2024","08","06","01:00","","4.0","","0.9","","80","","","","11","","25","","24.1","","100.27","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 02:00","2024","08","06","02:00","","4.0","","1.0","","81","","","","11","","25","","24.1","","100.29","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 03:00","2024","08","06","03:00","","4.3","","1.1","","80","","","","12","","26","","24.1","","100.28","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 04:00","2024","08","06","04:00","","4.1","","1.1","","81","","","","12","","27","","24.1","","100.24","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 05:00","2024","08","06","05:00","","4.0","","1.1","","82","","","","11","","29","","24.1","","100.19","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 06:00","2024","08","06","06:00","","4.2","","1.4","","82","","","","12","","23","","24.1","","100.18","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 07:00","2024","08","06","07:00","","4.6","","1.4","","79","","","","12","","25","","24.1","","100.15","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 08:00","2024","08","06","08:00","","4.3","","1.5","","82","","","","12","","23","","24.1","","100.08","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 09:00","2024","08","06","09:00","","4.6","","1.8","","82","","","","12","","24","","24.1","","100.02","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 10:00","2024","08","06","10:00","","4.3","","2.7","","89","","","","11","","23","","24.1","","99.91","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 11:00","2024","08","06","11:00","","3.7","","3.0","","95","","","","16","","26","","24.1","","99.80","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 12:00","2024","08","06","12:00","","3.9","","3.3","","96","","","","13","","34","","24.1","","99.71","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 13:00","2024","08","06","13:00","","4.1","","2.8","","91","","","","11","","40","","24.1","","99.67","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 14:00","2024","08","06","14:00","","4.0","","2.6","","90","","","","13","","40","","24.1","","99.57","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 15:00","2024","08","06","15:00","","4.0","","2.3","","89","","","","11","","31","","24.1","","99.55","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 16:00","2024","08","06","16:00","","4.4","","2.6","","88","","","","13","","30","","24.1","","99.50","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 17:00","2024","08","06","17:00","","5.2","","2.8","","85","","","","12","","30","","24.1","","99.48","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 18:00","2024","08","06","18:00","","4.8","","2.7","","86","","","","13","","27","","24.1","","99.48","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 19:00","2024","08","06","19:00","","5.7","","3.0","","83","","","","11","","20","","24.1","","99.52","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 20:00","2024","08","06","20:00","","4.8","","2.9","","87","","","","","","0","","24.1","","99.58","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 21:00","2024","08","06","21:00","","5.2","","2.7","","83","","","","36","","16","","24.1","","99.57","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 22:00","2024","08","06","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-06 23:00","2024","08","06","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 00:00","2024","08","07","00:00","","4.3","","3.2","","93","","","","2","","18","","24.1","","99.50","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 01:00","2024","08","07","01:00","","4.3","","3.6","","95","","","","2","","34","","24.1","","99.52","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 02:00","2024","08","07","02:00","","4.2","","3.7","","97","","","","3","","9","","24.1","","99.52","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 03:00","2024","08","07","03:00","","2.8","","1.3","","90","","","","2","","49","","24.1","","99.58","","","","","","Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 04:00","2024","08","07","04:00","","3.0","","1.0","","87","","","","2","","39","","24.1","","99.64","","","","","","Rain"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 05:00","2024","08","07","05:00","","3.1","","0.6","","84","","","","1","","39","","24.1","","99.67","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 06:00","2024","08","07","06:00","","3.0","","0.3","","82","","","","2","","37","","24.1","","99.72","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 07:00","2024","08","07","07:00","","3.0","","1.0","","87","","","","32","","16","","24.1","","99.68","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 08:00","2024","08","07","08:00","","2.7","","1.7","","93","","","","33","","12","","24.1","","99.67","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 09:00","2024","08","07","09:00","","2.6","","0.7","","88","","","","33","","14","","24.1","","99.67","","","","","","Mainly Clear"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 10:00","2024","08","07","10:00","","2.6","","0.9","","89","","","","29","","10","","24.1","","99.67","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 11:00","2024","08","07","11:00","","3.1","","0.9","","86","","","","27","","18","","24.1","","99.66","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 12:00","2024","08","07","12:00","","3.7","","0.6","","80","","","","27","","23","","24.1","","99.65","","","","","","Mainly Clear"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 13:00","2024","08","07","13:00","","3.7","","0.6","","80","","","","28","","15","","24.1","","99.64","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 14:00","2024","08","07","14:00","","4.1","","0.7","","79","","","","33","","10","","24.1","","99.59","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 15:00","2024","08","07","15:00","","3.6","","0.0","","77","","","","27","","19","","24.1","","99.56","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 16:00","2024","08","07","16:00","","3.9","","0.7","","80","","","","26","","16","","24.1","","99.55","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 17:00","2024","08","07","17:00","","4.8","","0.5","","73","","","","35","","14","","24.1","","99.48","","","","","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 18:00","2024","08","07","18:00","","5.0","","0.6","","73","","","","1","","14","","24.1","","99.41","","","","","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-08-07 19:00","2024","08","07","19:00","","4.6","","0.5","","75","","","","36","","13","","24.1","","99.37","","","","","","NA"
