"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 04:00","2024","02","03","04:00","","-26.6","","-30.2","","72","","","","11","","30","","24.1","","100.55","","","","-41","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 05:00","2024","02","03","05:00","","-26.5","","-30.1","","72","","","","11","","33","","24.1","","100.56","","","","-42","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 06:00","2024","02","03","06:00","","-26.4","","-29.9","","73","","","","12","","39","","24.1","","100.58","","","","-43","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 07:00","2024","02","03","07:00","","-26.5","","-30.1","","72","","","","12","","36","","24.1","","100.62","","","","-42","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 08:00","2024","02","03","08:00","","-25.9","","-29.4","","73","","","","10","","35","","24.1","","100.63","","","","-41","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 09:00","2024","02","03","09:00","","-26.2","","-29.8","","73","","","","12","","34","","24.1","","100.68","","","","-41","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 10:00","2024","02","03","10:00","","-26.0","","-29.5","","73","","","","12","","35","","24.1","","100.70","","","","-41","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 11:00","2024","02","03","11:00","","-26.1","","-29.6","","73","","","","12","","30","","24.1","","100.71","","","","-41","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 12:00","2024","02","03","12:00","","-26.3","","-29.8","","73","","","","12","","35","","24.1","","100.71","","","","-42","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 13:00","2024","02","03","13:00","","-26.2","","-29.8","","73","","","","12","","34","","24.1","","100.71","","","","-41","","Snow,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 14:00","2024","02","03","14:00","","-26.3","","-29.9","","73","","","","12","","33","","24.1","","100.75","","","","-41","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 15:00","2024","02","03","15:00","","-26.0","","-29.6","","73","","","","12","","34","","24.1","","100.78","","","","-41","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 16:00","2024","02","03","16:00","","-25.3","","-28.8","","73","","","","12","","37","","24.1","","100.81","","","","-41","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 17:00","2024","02","03","17:00","","-25.4","","-28.8","","73","","","","12","","35","","24.1","","100.82","","","","-41","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 18:00","2024","02","03","18:00","","-25.2","","-28.6","","74","","","","12","","34","","24.1","","100.80","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 19:00","2024","02","03","19:00","","-25.3","","-28.8","","74","","","","11","","33","","24.1","","100.81","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 20:00","2024","02","03","20:00","","-24.9","","-28.3","","74","","","","12","","36","","24.1","","100.79","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 21:00","2024","02","03","21:00","","-25.1","","-28.5","","74","","","","12","","39","","24.1","","100.79","","","","-41","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 22:00","2024","02","03","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-03 23:00","2024","02","03","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 00:00","2024","02","04","00:00","","-24.2","","-27.5","","74","","","","11","","34","","12.9","","100.77","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 01:00","2024","02","04","01:00","","-24.1","","-27.4","","75","","","","12","","33","","12.9","","100.75","","","","-38","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 02:00","2024","02","04","02:00","","-24.1","","-27.4","","75","","","","11","","39","","12.9","","100.72","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 03:00","2024","02","04","03:00","","-24.2","","-27.5","","74","","","","12","","40","","9.7","","100.71","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 04:00","2024","02","04","04:00","","-24.3","","-27.6","","74","","","","12","","42","","9.7","","100.71","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 05:00","2024","02","04","05:00","","-24.1","","-27.4","","75","","","","12","","40","","12.9","","100.71","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 06:00","2024","02","04","06:00","","-24.1","","-27.5","","75","","","","12","","41","","12.9","","100.69","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 07:00","2024","02","04","07:00","","-23.9","","-27.2","","75","","","","12","","35","","12.9","","100.68","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 08:00","2024","02","04","08:00","","-24.4","","-27.8","","74","","","","11","","36","","16.1","","100.67","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 09:00","2024","02","04","09:00","","-24.3","","-27.6","","75","","","","11","","39","","16.1","","100.65","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 10:00","2024","02","04","10:00","","-24.3","","-27.6","","74","","","","12","","36","","16.1","","100.62","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 11:00","2024","02","04","11:00","","-24.2","","-27.5","","75","","","","12","","34","","12.9","","100.61","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 12:00","2024","02","04","12:00","","-24.0","","-27.3","","75","","","","12","","31","","12.9","","100.59","","","","-38","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 13:00","2024","02","04","13:00","","-24.0","","-27.3","","75","","","","12","","29","","19.3","","100.56","","","","-38","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 14:00","2024","02","04","14:00","","-24.4","","-27.8","","74","","","","12","","36","","12.9","","100.54","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 15:00","2024","02","04","15:00","","-24.9","","-28.3","","74","","","","12","","30","","12.9","","100.53","","","","-39","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 16:00","2024","02","04","16:00","","-25.9","","-29.4","","73","","","","11","","28","","16.1","","100.54","","","","-40","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 17:00","2024","02","04","17:00","","-26.5","","-30.0","","73","","","","12","","30","","16.1","","100.49","","","","-41","","Ice Crystals,Blowing Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 18:00","2024","02","04","18:00","","-27.0","","-30.5","","73","","","","12","","31","","19.3","","100.47","","","","-42","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 19:00","2024","02","04","19:00","","-28.5","","-32.1","","72","","","","12","","27","","16.1","","100.46","","","","-43","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 20:00","2024","02","04","20:00","","-26.5","","-30.0","","73","","","","11","","24","","16.1","","100.46","","","","-40","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 21:00","2024","02","04","21:00","","-29.4","","-33.1","","71","","","","11","","28","","16.1","","100.43","","","","-44","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 22:00","2024","02","04","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-04 23:00","2024","02","04","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 00:00","2024","02","05","00:00","","-27.4","","-31.0","","72","","","","7","","4","","24.1","","100.43","","","","-32","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 01:00","2024","02","05","01:00","","-29.1","","-32.8","","71","","","","11","","20","","16.1","","100.45","","","","-42","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 02:00","2024","02","05","02:00","","-27.3","","-30.9","","72","","","","12","","20","","24.1","","100.46","","","","-40","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 03:00","2024","02","05","03:00","","-27.9","","-31.6","","72","","","","8","","10","","24.1","","100.50","","","","-37","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 04:00","2024","02","05","04:00","","-26.4","","-29.9","","73","","","","9","","10","","24.1","","100.51","","","","-35","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 05:00","2024","02","05","05:00","","-24.5","","-27.8","","74","","","","2","","14","","24.1","","100.53","","","","-34","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 06:00","2024","02","05","06:00","","-25.3","","-28.7","","74","","","","12","","15","","24.1","","100.54","","","","-36","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 07:00","2024","02","05","07:00","","-26.4","","-29.9","","73","","","","11","","12","","24.1","","100.56","","","","-36","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 08:00","2024","02","05","08:00","","-26.8","","-30.3","","73","","","","12","","13","","24.1","","100.60","","","","-37","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 09:00","2024","02","05","09:00","","-27.6","","-31.1","","72","","","","12","","33","","24.1","","100.64","","","","-43","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 10:00","2024","02","05","10:00","","-28.7","","-32.4","","71","","","","12","","17","","24.1","","100.66","","","","-41","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 11:00","2024","02","05","11:00","","-26.3","","-29.8","","73","","","","12","","31","","24.1","","100.72","","","","-41","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 12:00","2024","02","05","12:00","","-26.9","","-30.5","","73","","","","12","","23","","24.1","","100.74","","","","-40","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 13:00","2024","02","05","13:00","","-25.6","","-29.1","","74","","","","12","","28","","24.1","","100.78","","","","-39","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 14:00","2024","02","05","14:00","","-26.7","","-30.3","","73","","","","12","","23","","24.1","","100.80","","","","-40","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 15:00","2024","02","05","15:00","","-26.5","","-30.0","","73","","","","12","","32","","24.1","","100.87","","","","-41","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 16:00","2024","02","05","16:00","","-26.6","","-30.1","","73","","","","12","","27","","24.1","","100.91","","","","-41","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 17:00","2024","02","05","17:00","","-26.5","","-30.0","","73","","","","12","","25","","24.1","","100.96","","","","-40","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 18:00","2024","02","05","18:00","","-25.0","","-28.4","","74","","","","12","","27","","24.1","","101.01","","","","-38","","Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 19:00","2024","02","05","19:00","","-26.6","","-30.1","","73","","","","12","","26","","24.1","","101.03","","","","-40","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 20:00","2024","02","05","20:00","","-26.9","","-30.4","","73","","","","12","","32","","24.1","","101.04","","","","-42","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 21:00","2024","02","05","21:00","","-26.1","","-29.6","","73","","","","12","","34","","24.1","","101.09","","","","-41","","Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 22:00","2024","02","05","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-05 23:00","2024","02","05","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 00:00","2024","02","06","00:00","","-25.1","","-28.4","","74","","","","12","","14","","24.1","","101.12","","","","-35","","Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 01:00","2024","02","06","01:00","","-26.2","","-29.7","","73","","","","10","","22","","24.1","","101.14","","","","-39","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 02:00","2024","02","06","02:00","","-27.9","","-31.5","","72","","","","6","","5","","24.1","","101.17","","","","-33","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 03:00","2024","02","06","03:00","","-29.3","","-33.0","","71","","","","5","","8","","24.1","","101.18","","","","-37","","Mainly Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 04:00","2024","02","06","04:00","","-27.9","","-31.5","","72","","","","3","","18","","24.1","","101.19","","","","-40","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 05:00","2024","02","06","05:00","","-26.4","","-29.9","","73","","","","7","","4","","24.1","","101.19","","","","-31","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 06:00","2024","02","06","06:00","","-25.9","","-29.4","","73","","","","9","","16","","24.1","","101.17","","","","-37","","Mainly Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 07:00","2024","02","06","07:00","","-25.2","","-28.6","","74","","","","3","","4","","24.1","","101.14","","","","-29","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 08:00","2024","02","06","08:00","","-26.3","","-29.8","","73","","","","5","","4","","24.1","","101.16","","","","-30","","Snow"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 09:00","2024","02","06","09:00","","-26.3","","-29.9","","73","","","","4","","5","","24.1","","101.15","","","","-31","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 10:00","2024","02","06","10:00","","-26.7","","-30.2","","72","","","","2","","16","","24.1","","101.11","","","","-38","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 11:00","2024","02","06","11:00","","-26.8","","-30.3","","72","","","","9","","8","","24.1","","101.11","","","","-34","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 12:00","2024","02","06","12:00","","-28.8","","-32.4","","72","","","","2","","12","","24.1","","101.11","","","","-39","","Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 13:00","2024","02","06","13:00","","-29.5","","-33.2","","71","","","","2","","13","","24.1","","101.09","","","","-40","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 14:00","2024","02","06","14:00","","-29.7","","-33.4","","71","","","","6","","3","","24.1","","101.07","","","","-33","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 15:00","2024","02","06","15:00","","-29.6","","-33.3","","71","","","","2","","9","","24.1","","101.04","","","","-38","","Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 16:00","2024","02","06","16:00","","-30.4","","-34.2","","70","","","","1","","12","","24.1","","101.04","","","","-41","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 17:00","2024","02","06","17:00","","-30.4","","-34.1","","70","","","","35","","14","","24.1","","101.04","","","","-42","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 18:00","2024","02","06","18:00","","-31.3","","-35.1","","70","","","","35","","14","","24.1","","101.00","","","","-43","","Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 19:00","2024","02","06","19:00","","-31.2","","-35.1","","70","","","","34","","11","","24.1","","100.98","","","","-41","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 20:00","2024","02","06","20:00","","-31.7","","-35.6","","69","","","","34","","9","","24.1","","100.94","","","","-41","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 21:00","2024","02","06","21:00","","-30.2","","-34.0","","70","","","","34","","12","","24.1","","100.91","","","","-40","","Mostly Cloudy"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 22:00","2024","02","06","22:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-06 23:00","2024","02","06","23:00"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 00:00","2024","02","07","00:00","","-30.1","","-33.9","","70","","","","26","","4","","24.1","","100.76","","","","-35","","Mainly Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 01:00","2024","02","07","01:00","","-29.5","","-33.2","","71","","","","2","","11","","24.1","","100.75","","","","-39","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 02:00","2024","02","07","02:00","","-32.1","","-36.0","","69","","","","35","","10","","24.1","","100.73","","","","-42","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 03:00","2024","02","07","03:00","","-33.4","","-37.4","","68","","","","2","","16","","24.1","","100.71","","","","-46","","Clear"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 04:00","2024","02","07","04:00","","-33.0","","-37.0","","69","","","","10","","19","","24.1","","100.67","","","","-47","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 05:00","2024","02","07","05:00","","-34.8","","-38.9","","68","","","","9","","16","","24.1","","100.65","","","","-48","","NA"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 06:00","2024","02","07","06:00","","-33.9","","-37.9","","68","","","","10","","16","","24.1","","100.62","","","","-47","","Ice Crystals"
"-85.81","79.99","EUREKA A","2401203","2024-02-07 07:00","2024","02","07","07:00","","-34.1","","-38.1","","68","","","","10","","15","","24.1","","100.59","","","","-46","","Ice Crystals"
